,bauchi,benin,bida,calabar,enugu,gusau,ibadan,ikeja,jos,kaduna,kano,katsina,lagos,lokoja,maiduguri,minna,nguru,ondo,oshogbo,sokoto,warri,yelwa,yola,zaria
2022-11-26,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.6,0.0,0.0,0.0
2022-11-27,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.3,0.4,0.0,0.0,1.6,0.0,0.0,0.0
2022-11-28,0.0,0.8,0.0,1.8,0.8,0.0,0.5,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.0,2.5,0.6,0.0,1.9,0.0,0.0,0.0
2022-11-29,0.0,1.4,0.0,0.7,0.5,0.0,1.1,1.7,0.0,0.0,0.0,0.0,1.7,0.2,0.0,0.0,1.4,0.5,0.0,0.0,2.2,0.0,0.0,0.0
2022-11-30,0.0,0.2,0.0,0.5,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.9,0.3,0.0,0.2,0.0,0.0,0.0
2022-12-01,0.0,1.1,0.0,0.4,0.0,0.0,0.2,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.8,0.0,0.0,0.0
2022-12-02,0.0,0.4,0.0,0.0,0.0,0.0,1.5,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.4,0.6,0.0,1.0,0.0,0.0,0.0
2022-12-03,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0
2022-12-05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,1.2,0.0,0.0,0.0
2022-12-06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-08,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.3,0.1,0.0,0.7,0.0,0.0,0.0
2022-12-09,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2022-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.2,0.0,0.0,1.7,0.0,0.0,0.0
2022-12-13,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.5,0.0,0.0,0.0
2022-12-14,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2022-12-15,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.8,0.0,0.0,0.0
